"Tendências","Volume de pesquisa","Iniciado","Finalizada","Detalhamento da tendência","Acesse a página ""Explorar"""
"kansas city","20 mil+","11 de julho de 2026 às 21:10:00 UTC-3","12 de julho de 2026 às 01:50:00 UTC-3","kansas city,kansas city stadium,ted lasso,ted lasso cast","./explore?q=kansas%20city&geo=US"
"the miz","10 mil+","12 de julho de 2026 às 15:50:00 UTC-3","12 de julho de 2026 às 20:00:00 UTC-3","the miz,who is the miz","./explore?q=the%20miz&geo=US"
"homeland security citizenship data lawsuit","20 mil+","7 de julho de 2026 às 22:40:00 UTC-3","8 de julho de 2026 às 22:20:00 UTC-3","homeland security citizenship data lawsuit,midterm election voter citizenship disputes","./explore?q=homeland%20security%20citizenship%20data%20lawsuit&geo=US"
"tahiti","2 mil+","13 de julho de 2026 às 07:50:00 UTC-3","13 de julho de 2026 às 15:00:00 UTC-3","tahiti","./explore?q=tahiti&geo=US"
"layoff","20 mil+","12 de julho de 2026 às 19:20:00 UTC-3","13 de julho de 2026 às 09:40:00 UTC-3","layoff,asha sharma,h-1b visa,xbox cloud gaming","./explore?q=layoff&geo=US"
"apple iphone 18 pro","10 mil+","13 de julho de 2026 às 05:10:00 UTC-3","13 de julho de 2026 às 11:10:00 UTC-3","apple iphone 18 pro,apple iphone 18 pro max,iphone 18 pro max,iphone 18","./explore?q=apple%20iphone%2018%20pro&geo=US"
"ben schneider caa deal","20 mil+","10 de julho de 2026 às 16:50:00 UTC-3","11 de julho de 2026 às 21:30:00 UTC-3","ben schneider caa deal,bricks and minifigs","./explore?q=ben%20schneider%20caa%20deal&geo=US"
"the open last chance qualifier","2 mil+","13 de julho de 2026 às 08:00:00 UTC-3","13 de julho de 2026 às 13:00:00 UTC-3","the open last chance qualifier,last chance qualifier the open,open last chance qualifier","./explore?q=the%20open%20last%20chance%20qualifier&geo=US"
"legionnaires disease","20 mil+","11 de julho de 2026 às 09:20:00 UTC-3","12 de julho de 2026 às 11:50:00 UTC-3","legionnaires disease,legionella,bacteria","./explore?q=legionnaires%20disease&geo=US"
"messi age","20 mil+","11 de julho de 2026 às 22:00:00 UTC-3","12 de julho de 2026 às 01:40:00 UTC-3","messi age,lionel messi age","./explore?q=messi%20age&geo=US"
"scott bessent","500+","13 de julho de 2026 às 21:40:00 UTC-3","13 de julho de 2026 às 22:50:00 UTC-3","scott bessent","./explore?q=scott%20bessent&geo=US"
"christie brinkley","5 mil+","11 de julho de 2026 às 18:50:00 UTC-3","12 de julho de 2026 às 17:30:00 UTC-3","christie brinkley","./explore?q=christie%20brinkley&geo=US"
"green bay packers","5 mil+","12 de julho de 2026 às 09:20:00 UTC-3","13 de julho de 2026 às 10:30:00 UTC-3","green bay packers","./explore?q=green%20bay%20packers&geo=US"
"temporary protected status work extensions","20 mil+","10 de julho de 2026 às 18:20:00 UTC-3","11 de julho de 2026 às 19:10:00 UTC-3","temporary protected status work extensions,haitian immigrants work permits,immigrants","./explore?q=temporary%20protected%20status%20work%20extensions&geo=US"
"george clooney","500+","13 de julho de 2026 às 22:20:00 UTC-3","13 de julho de 2026 às 23:20:00 UTC-3","george clooney","./explore?q=george%20clooney&geo=US"
"windy city smokeout","20 mil+","8 de julho de 2026 às 08:20:00 UTC-3","11 de julho de 2026 às 16:30:00 UTC-3","windy city smokeout","./explore?q=windy%20city%20smokeout&geo=US"
"max verstappen","20 mil+","9 de julho de 2026 às 13:00:00 UTC-3","10 de julho de 2026 às 20:20:00 UTC-3","max verstappen,grand prix","./explore?q=max%20verstappen&geo=US"
"la nación","10 mil+","10 de julho de 2026 às 17:50:00 UTC-3","12 de julho de 2026 às 03:50:00 UTC-3","la nación","./explore?q=la%20naci%C3%B3n&geo=US"
"eng vs ind","50 mil+","11 de julho de 2026 às 10:00:00 UTC-3","11 de julho de 2026 às 14:50:00 UTC-3","eng vs ind,england vs india,india vs england,cricbuzz,england cricket team vs india national cricket team match scorecard,ind vs eng t20,jos buttler","./explore?q=eng%20vs%20ind&geo=US"
"tate mcrae","10 mil+","10 de julho de 2026 às 18:00:00 UTC-3","12 de julho de 2026 às 02:10:00 UTC-3","tate mcrae","./explore?q=tate%20mcrae&geo=US"
"gta online kortz center heist","20 mil+","10 de julho de 2026 às 07:30:00 UTC-3","10 de julho de 2026 às 23:10:00 UTC-3","gta online kortz center heist","./explore?q=gta%20online%20kortz%20center%20heist&geo=US"
"taylor swift nyc wedding fees","10 mil+","10 de julho de 2026 às 16:10:00 UTC-3","11 de julho de 2026 às 19:20:00 UTC-3","taylor swift nyc wedding fees,nyc taylor swift wedding cost,taylor swift msg wedding costs","./explore?q=taylor%20swift%20nyc%20wedding%20fees&geo=US"
"how old is messi","20 mil+","11 de julho de 2026 às 21:50:00 UTC-3","12 de julho de 2026 às 01:40:00 UTC-3","how old is messi,how old is messi the soccer player","./explore?q=how%20old%20is%20messi&geo=US"
"gpt 5.6","50 mil+","9 de julho de 2026 às 04:00:00 UTC-3","10 de julho de 2026 às 06:30:00 UTC-3","gpt 5.6,codex,microsoft,gpt chat,chatgpt work,chatgpt 5.6,artificial intelligence,gpt,open ai,gpt5.6,chatgpt,copilot","./explore?q=gpt%205.6&geo=US"
"deion sanders colorado coaching hires","10 mil+","10 de julho de 2026 às 18:00:00 UTC-3","11 de julho de 2026 às 21:50:00 UTC-3","deion sanders colorado coaching hires","./explore?q=deion%20sanders%20colorado%20coaching%20hires&geo=US"
"dennis goyette credit reporting lawsuit","20 mil+","8 de julho de 2026 às 17:20:00 UTC-3","10 de julho de 2026 às 10:10:00 UTC-3","dennis goyette credit reporting lawsuit","./explore?q=dennis%20goyette%20credit%20reporting%20lawsuit&geo=US"
"macgregor","5 mil+","11 de julho de 2026 às 21:10:00 UTC-3","12 de julho de 2026 às 13:10:00 UTC-3","macgregor","./explore?q=macgregor&geo=US"
"when is the next world cup game","10 mil+","12 de julho de 2026 às 00:40:00 UTC-3","12 de julho de 2026 às 21:50:00 UTC-3","when is the next world cup game","./explore?q=when%20is%20the%20next%20world%20cup%20game&geo=US"
"air force sergeant promotion errors","20 mil+","8 de julho de 2026 às 15:30:00 UTC-3","9 de julho de 2026 às 13:30:00 UTC-3","air force sergeant promotion errors,air force promotions,air force sergeant promotion test error","./explore?q=air%20force%20sergeant%20promotion%20errors&geo=US"
"angels vs twins","10 mil+","12 de julho de 2026 às 14:50:00 UTC-3","12 de julho de 2026 às 18:50:00 UTC-3","angels vs twins,twins game,royce lewis","./explore?q=angels%20vs%20twins&geo=US"
"kelly clarkson","20 mil+","9 de julho de 2026 às 18:40:00 UTC-3","10 de julho de 2026 às 19:20:00 UTC-3","kelly clarkson","./explore?q=kelly%20clarkson&geo=US"
"police","10 mil+","11 de julho de 2026 às 09:20:00 UTC-3","12 de julho de 2026 às 13:00:00 UTC-3","police","./explore?q=police&geo=US"
"new hampshire","5 mil+","12 de julho de 2026 às 22:10:00 UTC-3","13 de julho de 2026 às 04:40:00 UTC-3","new hampshire","./explore?q=new%20hampshire&geo=US"
"how tall is haaland","50 mil+","11 de julho de 2026 às 18:10:00 UTC-3","11 de julho de 2026 às 21:10:00 UTC-3","how tall is haaland,braut haaland,norway soccer players,haaland height,norwegian soccer player,how tall is erling haaland,erling haaland height,what team is haaland on,what is braut haaland,channing tatum","./explore?q=how%20tall%20is%20haaland&geo=US"
"zverev","50 mil+","10 de julho de 2026 às 09:30:00 UTC-3","10 de julho de 2026 às 16:00:00 UTC-3","zverev,alexander zverev,arthur fery,zverev vs fery,fery,fery tennis,fery vs zverev,arthur fery height,arthur ferry","./explore?q=zverev&geo=US"
"kinu rochford","10 mil+","11 de julho de 2026 às 09:30:00 UTC-3","12 de julho de 2026 às 12:40:00 UTC-3","kinu rochford","./explore?q=kinu%20rochford&geo=US"
"harrison ford showed off his muscular physique during a bike ride","2 mil+","13 de julho de 2026 às 05:40:00 UTC-3","13 de julho de 2026 às 15:00:00 UTC-3","harrison ford showed off his muscular physique during a bike ride","./explore?q=harrison%20ford%20showed%20off%20his%20muscular%20physique%20during%20a%20bike%20ride&geo=US"
"pokémon legends za season 14","10 mil+","9 de julho de 2026 às 14:40:00 UTC-3","10 de julho de 2026 às 22:20:00 UTC-3","pokémon legends za season 14","./explore?q=pok%C3%A9mon%20legends%20za%20season%2014&geo=US"
"pittsburgh","20 mil+","8 de julho de 2026 às 07:20:00 UTC-3","10 de julho de 2026 às 11:00:00 UTC-3","pittsburgh","./explore?q=pittsburgh&geo=US"
"farid basharat","10 mil+","11 de julho de 2026 às 12:40:00 UTC-3","12 de julho de 2026 às 02:30:00 UTC-3","farid basharat,chicago sky,monique akoa makani,wang cong ufc,sydney taylor","./explore?q=farid%20basharat&geo=US"
"heat wave","2 mil+","13 de julho de 2026 às 02:40:00 UTC-3","13 de julho de 2026 às 10:30:00 UTC-3","heat wave","./explore?q=heat%20wave&geo=US"
"aj dybantsa","100 mil+","9 de julho de 2026 às 22:30:00 UTC-3","10 de julho de 2026 às 09:00:00 UTC-3","aj dybantsa,summer league,wizards summer league game,nba summer league,wizards vs jazz,aj dybantsa summer league,wizards vs jazz summer league,darryn peterson,wizards,jazz vs wizards summer league,washington wizards,utah jazz,jazz vs wizards,summer league nba,aj dybantsa summer league stats,utah jazz summer league,aj dybantsa stats,utah vs washington summer league,washington wizards summer league,wizards summer league roster,utah vs washington,wizards summer league,nba summer league washington wizards,nba summer league 2026,darryn peterson stats,utah jazz vs washington wizards","./explore?q=aj%20dybantsa&geo=US"
"nick faldo","20 mil+","9 de julho de 2026 às 10:40:00 UTC-3","10 de julho de 2026 às 11:40:00 UTC-3","nick faldo","./explore?q=nick%20faldo&geo=US"
"carson hocevar","5 mil+","12 de julho de 2026 às 19:20:00 UTC-3","13 de julho de 2026 às 04:10:00 UTC-3","carson hocevar","./explore?q=carson%20hocevar&geo=US"
"dallas cowboys cheerleaders","10 mil+","9 de julho de 2026 às 17:00:00 UTC-3","11 de julho de 2026 às 00:40:00 UTC-3","dallas cowboys cheerleaders","./explore?q=dallas%20cowboys%20cheerleaders&geo=US"
"hailee steinfeld","10 mil+","9 de julho de 2026 às 18:00:00 UTC-3","11 de julho de 2026 às 05:20:00 UTC-3","hailee steinfeld,josh allen","./explore?q=hailee%20steinfeld&geo=US"
"james norton","5 mil+","12 de julho de 2026 às 22:20:00 UTC-3","13 de julho de 2026 às 04:50:00 UTC-3","james norton","./explore?q=james%20norton&geo=US"
"liga mx","10 mil+","11 de julho de 2026 às 22:30:00 UTC-3","13 de julho de 2026 às 01:40:00 UTC-3","liga mx","./explore?q=liga%20mx&geo=US"
"alexis mac allister","20 mil+","11 de julho de 2026 às 21:50:00 UTC-3","12 de julho de 2026 às 02:00:00 UTC-3","alexis mac allister","./explore?q=alexis%20mac%20allister&geo=US"
"callum turner","500+","13 de julho de 2026 às 22:00:00 UTC-3","13 de julho de 2026 às 23:10:00 UTC-3","callum turner","./explore?q=callum%20turner&geo=US"
"greta thunberg sister","2 mil+","12 de julho de 2026 às 20:00:00 UTC-3","13 de julho de 2026 às 09:30:00 UTC-3","greta thunberg sister","./explore?q=greta%20thunberg%20sister&geo=US"
"lincoln","10 mil+","10 de julho de 2026 às 18:20:00 UTC-3","11 de julho de 2026 às 23:30:00 UTC-3","lincoln","./explore?q=lincoln&geo=US"
"gray whales","10 mil+","10 de julho de 2026 às 00:30:00 UTC-3","11 de julho de 2026 às 08:20:00 UTC-3","gray whales","./explore?q=gray%20whales&geo=US"
"willie smit uci cycling disqualification","1 mil+","13 de julho de 2026 às 11:20:00 UTC-3","13 de julho de 2026 às 17:10:00 UTC-3","willie smit uci cycling disqualification","./explore?q=willie%20smit%20uci%20cycling%20disqualification&geo=US"
"whatsapp","50 mil+","9 de julho de 2026 às 07:10:00 UTC-3","10 de julho de 2026 às 02:50:00 UTC-3","whatsapp","./explore?q=whatsapp&geo=US"
"jimmy rollins","500+","13 de julho de 2026 às 22:30:00 UTC-3","13 de julho de 2026 às 23:40:00 UTC-3","jimmy rollins","./explore?q=jimmy%20rollins&geo=US"
"emelec - barcelona sc","10 mil+","12 de julho de 2026 às 19:20:00 UTC-3","13 de julho de 2026 às 00:10:00 UTC-3","emelec - barcelona sc,emelec vs bsc,emelec vs barcelona,posiciones de emelec contra barcelona sc","./explore?q=emelec%20-%20barcelona%20sc&geo=US"
"jamey carney","10 mil+","9 de julho de 2026 às 07:30:00 UTC-3","11 de julho de 2026 às 10:30:00 UTC-3","jamey carney,new york post","./explore?q=jamey%20carney&geo=US"
"firearm","2 mil+","13 de julho de 2026 às 07:10:00 UTC-3","13 de julho de 2026 às 13:00:00 UTC-3","firearm","./explore?q=firearm&geo=US"
"monday","2 mil+","13 de julho de 2026 às 06:00:00 UTC-3","13 de julho de 2026 às 16:20:00 UTC-3","monday","./explore?q=monday&geo=US"
"atlantis events scarlet lady blocked","10 mil+","11 de julho de 2026 às 09:40:00 UTC-3","11 de julho de 2026 às 19:50:00 UTC-3","atlantis events scarlet lady blocked,lgbtq cruise ship","./explore?q=atlantis%20events%20scarlet%20lady%20blocked&geo=US"
"black bear attacks","5 mil+","12 de julho de 2026 às 04:20:00 UTC-3","12 de julho de 2026 às 13:50:00 UTC-3","black bear attacks","./explore?q=black%20bear%20attacks&geo=US"
"wnba standings","5 mil+","12 de julho de 2026 às 22:20:00 UTC-3","13 de julho de 2026 às 09:20:00 UTC-3","wnba standings","./explore?q=wnba%20standings&geo=US"
"lexie hull sophie cunningham wnba","20 mil+","7 de julho de 2026 às 22:20:00 UTC-3","8 de julho de 2026 às 22:30:00 UTC-3","lexie hull sophie cunningham wnba,lexie hull","./explore?q=lexie%20hull%20sophie%20cunningham%20wnba&geo=US"
"los angeles lakers","20 mil+","9 de julho de 2026 às 08:30:00 UTC-3","10 de julho de 2026 às 01:50:00 UTC-3","los angeles lakers,jonathan kuminga lakers trade rumors,jonathan kuminga","./explore?q=los%20angeles%20lakers&geo=US"
"lando norris","20 mil+","9 de julho de 2026 às 11:50:00 UTC-3","10 de julho de 2026 às 12:30:00 UTC-3","lando norris,alix earle","./explore?q=lando%20norris&geo=US"
"ridley scott","10 mil+","10 de julho de 2026 às 20:20:00 UTC-3","11 de julho de 2026 às 18:10:00 UTC-3","ridley scott","./explore?q=ridley%20scott&geo=US"
"s janaki","10 mil+","11 de julho de 2026 às 12:00:00 UTC-3","12 de julho de 2026 às 12:00:00 UTC-3","s janaki,cremation,janaki","./explore?q=s%20janaki&geo=US"
"halland","20 mil+","11 de julho de 2026 às 18:20:00 UTC-3","11 de julho de 2026 às 21:50:00 UTC-3","halland","./explore?q=halland&geo=US"
"is sunfyre dead in the show","5 mil+","12 de julho de 2026 às 22:20:00 UTC-3","13 de julho de 2026 às 03:40:00 UTC-3","is sunfyre dead in the show,is sunfyre dead,aegon targaryen,sunfyre","./explore?q=is%20sunfyre%20dead%20in%20the%20show&geo=US"
"trump media suit dismissed","20 mil+","8 de julho de 2026 às 01:10:00 UTC-3","8 de julho de 2026 às 20:20:00 UTC-3","trump media suit dismissed,the washington post lawsuit ruling,judge","./explore?q=trump%20media%20suit%20dismissed&geo=US"
"khabib nurmagomedov","10 mil+","11 de julho de 2026 às 20:50:00 UTC-3","12 de julho de 2026 às 12:50:00 UTC-3","khabib nurmagomedov,khabib","./explore?q=khabib%20nurmagomedov&geo=US"
"aces vs fire","20 mil+","9 de julho de 2026 às 22:10:00 UTC-3","10 de julho de 2026 às 12:10:00 UTC-3","aces vs fire,las vegas aces,portland fire,aces wnba,a'ja wilson","./explore?q=aces%20vs%20fire&geo=US"
"real estate","5 mil+","13 de julho de 2026 às 03:00:00 UTC-3","13 de julho de 2026 às 07:40:00 UTC-3","real estate","./explore?q=real%20estate&geo=US"
"norway national football team","20 mil+","11 de julho de 2026 às 18:30:00 UTC-3","11 de julho de 2026 às 21:50:00 UTC-3","norway national football team,norway soccer team","./explore?q=norway%20national%20football%20team&geo=US"
"louise lasser","20 mil+","7 de julho de 2026 às 13:00:00 UTC-3","8 de julho de 2026 às 16:10:00 UTC-3","louise lasser","./explore?q=louise%20lasser&geo=US"
"liam neeson","5 mil+","11 de julho de 2026 às 20:50:00 UTC-3","12 de julho de 2026 às 22:20:00 UTC-3","liam neeson","./explore?q=liam%20neeson&geo=US"
"agenus news","500+","13 de julho de 2026 às 22:50:00 UTC-3","13 de julho de 2026 às 23:40:00 UTC-3","agenus news","./explore?q=agenus%20news&geo=US"
"microsoft lost a lawsuit to a gamer over account access","5 mil+","11 de julho de 2026 às 16:10:00 UTC-3","12 de julho de 2026 às 13:10:00 UTC-3","microsoft lost a lawsuit to a gamer over account access","./explore?q=microsoft%20lost%20a%20lawsuit%20to%20a%20gamer%20over%20account%20access&geo=US"
